ratings_and_offers_id,ulta_id,rating,no_of_reviews,options,offers,date
3475,3475,4.30,40.0,,,08/23/2020
3476,3476,3.40,8.0,,,08/23/2020
3477,3477,5.00,2.0,,,08/23/2020
3478,3478,2.70,3.0,,,08/23/2020
3479,3479,4.30,53.0,,Free Gift with Purchase!,08/23/2020
3480,3480,4.30,10.0,,,08/23/2020
3481,3481,5.00,1.0,,,08/23/2020
3482,3482,4.00,6.0,,,08/23/2020
3483,3483,4.90,7.0,,,08/23/2020
3484,3484,4.70,14.0,,,08/23/2020
3485,3485,4.70,342.0,,,08/23/2020
3486,3486,4.70,3.0,,,08/23/2020
3487,3487,4.50,2.0,,,08/23/2020
3488,3488,3.90,8.0,,Free Gift with Purchase!,08/23/2020
3489,3489,2.00,1.0,,,08/23/2020
3490,3490,4.50,72.0,,,08/23/2020
3491,3491,4.80,228.0,,,08/23/2020
3492,3492,3.30,9.0,,,08/23/2020
3493,3493,0.00,,,,08/23/2020
3494,3494,5.00,5.0,,,08/23/2020
3495,3495,4.60,125.0,,,08/23/2020
3496,3496,4.00,11.0,,,08/23/2020
3497,3497,4.50,6.0,,,08/23/2020
3498,3498,3.30,19.0,,,08/23/2020
3499,3499,4.50,103.0,,,08/23/2020
3500,3500,4.70,50.0,,,08/23/2020
3501,3501,4.20,16.0,,Free Gift with Purchase!,08/23/2020
3502,3502,3.80,9.0,,,08/23/2020
3503,3503,3.90,10.0,,,08/23/2020
3504,3504,0,,,,08/23/2020
3505,3505,4.00,1.0,,,08/23/2020
3506,3506,5.00,1.0,,,08/23/2020
3507,3507,4.40,144.0,,,08/23/2020
3508,3508,0,,,,08/23/2020
3509,3509,4.40,93.0,,,08/23/2020
3510,3510,5.00,1.0,,,08/23/2020
3511,3511,0,,,,08/23/2020
3512,3512,4.60,46.0,,,08/23/2020
3513,3513,4.70,71.0,,,08/23/2020
3514,3514,4.10,8.0,,,08/23/2020
3515,3515,4.40,40.0,,,08/23/2020
3516,3516,3.30,34.0,,Free Gift with Purchase!,08/23/2020
3517,3517,4.50,52.0,,,08/23/2020
3518,3518,0,,,,08/23/2020
3519,3519,3.40,14.0,,,08/23/2020
3520,3520,4.00,1.0,,,08/23/2020
3521,3521,1.00,1.0,,,08/23/2020
3522,3522,0,,,,08/23/2020
3523,3523,3.00,2.0,,,08/23/2020
3524,3524,4.30,55.0,,,08/23/2020
3525,3525,5.00,1.0,,,08/23/2020
3526,3526,5.00,1.0,,,08/23/2020
3527,3527,0,,,,08/23/2020
3528,3528,0,,,,08/23/2020
3529,3529,0,,,,08/23/2020
3530,3530,3.50,2.0,,,08/23/2020
3531,3531,0,,,,08/23/2020
3532,3532,0,,,,08/23/2020
3533,3533,3.70,26.0,,Free Gift with Purchase!,08/23/2020
3534,3534,0,,,,08/23/2020
3535,3535,2.30,3.0,,,08/23/2020
3536,3536,4.60,128.0,,,08/23/2020
3537,3537,5.00,1.0,,,08/23/2020
3538,3538,0,,,,08/23/2020
3539,3539,0,,,,08/23/2020
3540,3540,0,,,,08/23/2020
3541,3541,0,,,,08/23/2020
3542,3542,0,,,,08/23/2020
3543,3543,3.00,1.0,,,08/23/2020
3544,3544,0,,,,08/23/2020
3545,3545,0,,,,08/23/2020
3546,3546,3.00,1.0,,,08/23/2020
3547,3547,0,,,,08/23/2020
3548,3548,0,,,,08/23/2020
3549,3549,0,,,,08/23/2020
3550,3550,0,,,,08/23/2020
3551,3551,0,,,,08/23/2020
3552,3552,0,,,,08/23/2020
3553,3553,5.00,1.0,,,08/23/2020
3554,3554,5.00,1.0,,,08/23/2020
3555,3555,0,,,,08/23/2020
3556,3556,0,,,,08/23/2020
3557,3557,0,,,,08/23/2020
3558,3558,3.80,157.0,12 Colors,,08/23/2020
3559,3559,4.00,218.0,12 Colors,,08/23/2020
3560,3560,4.40,9237.0,14 Colors,,08/23/2020
3561,3561,4.30,385.0,6 Colors,,08/23/2020
3562,3562,4.40,957.0,10 Colors,,08/23/2020
3563,3563,4.00,7.0,6 Colors,,08/23/2020
3564,3564,4.00,101.0,6 Colors,,08/23/2020
3565,3565,3.30,59.0,8 Colors,,08/23/2020
3566,3566,4.20,324.0,4 Colors,,08/23/2020
3567,3567,4.50,2482.0,11 Colors,,08/23/2020
3568,3568,4.60,394.0,6 Scents,,08/23/2020
3569,3569,3.40,524.0,8 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3570,3570,4.40,67.0,,,08/23/2020
3571,3571,4.10,15.0,6 Colors,,08/23/2020
3572,3572,4.10,39.0,8 Colors,,08/23/2020
3573,3573,4.60,57.0,,,08/23/2020
3574,3574,4.70,12.0,3 Colors,,08/23/2020
3575,3575,3.80,6.0,,,08/23/2020
3576,3576,3.70,40.0,3 Colors,,08/23/2020
3577,3577,4.70,6.0,,,08/23/2020
3578,3578,4.10,83.0,4 Colors,,08/23/2020
3579,3579,4.50,241.0,,,08/23/2020
3580,3580,3.90,27.0,4 Colors,,08/23/2020
3581,3581,4.10,30.0,,,08/23/2020
3582,3582,3.60,338.0,7 Colors,,08/23/2020
3583,3583,4.70,2542.0,95 Colors,,08/23/2020
3584,3584,4.20,55.0,,,08/23/2020
3585,3585,4.40,131.0,3 Colors,,08/23/2020
3586,3586,4.60,4940.0,23 Colors,,08/23/2020
3587,3587,4.30,25.0,4 Colors,,08/23/2020
3588,3588,3.60,2599.0,5 Colors,,08/23/2020
3589,3589,4.70,3087.0,20 Colors,,08/23/2020
3590,3590,4.50,619.0,20 Colors,,08/23/2020
3591,3591,4.40,1466.0,6 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3592,3592,4.60,1509.0,19 Colors,,08/23/2020
3593,3593,4.70,1018.0,13 Colors,,08/23/2020
3594,3594,4.30,224.0,10 Colors,,08/23/2020
3595,3595,4.00,22.0,4 Colors,,08/23/2020
3596,3596,4.50,901.0,16 Colors,,08/23/2020
3597,3597,4.50,2858.0,7 Colors,,08/23/2020
3598,3598,4.50,285.0,5 Colors,,08/23/2020
3599,3599,4.30,351.0,12 Colors,,08/23/2020
3600,3600,3.50,739.0,,,08/23/2020
3601,3601,4.70,220.0,10 Colors,"Buy 1, get 1 at 50% off!
						

									Free Gift with Purchase!",08/23/2020
3602,3602,4.80,584.0,3 Colors,,08/23/2020
3603,3603,4.10,927.0,14 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3604,3604,3.60,19.0,16 Colors,,08/23/2020
3605,3605,4.50,22.0,6 Colors,,08/23/2020
3606,3606,4.20,265.0,11 Colors,,08/23/2020
3607,3607,3.70,585.0,6 Colors,,08/23/2020
3608,3608,3.70,57.0,2 Colors,,08/23/2020
3609,3609,3.90,30.0,,5 for $25!,08/23/2020
3610,3610,4.40,291.0,11 Colors,,08/23/2020
3611,3611,4.10,235.0,23 Colors,,08/23/2020
3612,3612,4.00,151.0,,,08/23/2020
3613,3613,4.40,286.0,11 Colors,,08/23/2020
3614,3614,4.30,169.0,11 Colors,,08/23/2020
3615,3615,4.40,163.0,20 Colors,,08/23/2020
3616,3616,4.40,279.0,7 Colors,,08/23/2020
3617,3617,4.30,45.0,4 Colors,2 for $14!,08/23/2020
3618,3618,4.20,149.0,13 Colors,,08/23/2020
3619,3619,4.10,27.0,,,08/23/2020
3620,3620,4.40,67.0,,,08/23/2020
3621,3621,4.50,2.0,4 Colors,,08/23/2020
3622,3622,4.50,63.0,6 Colors,,08/23/2020
3623,3623,4.40,213.0,7 Colors,,08/23/2020
3624,3624,3.20,18.0,,,08/23/2020
3625,3625,3.70,471.0,4 Colors,,08/23/2020
3626,3626,3.30,248.0,16 Colors,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
3627,3627,4.50,164.0,,,08/23/2020
3628,3628,4.30,383.0,10 Colors,,08/23/2020
3629,3629,3.10,182.0,6 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3630,3630,4.50,34.0,3 Colors,,08/23/2020
3631,3631,4.70,19.0,5 Colors,,08/23/2020
3632,3632,4.30,165.0,5 Colors,,08/23/2020
3633,3633,4.40,10.0,,,08/23/2020
3634,3634,4.20,179.0,6 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3635,3635,3.70,9.0,,,08/23/2020
3636,3636,4.60,163.0,12 Colors,,08/23/2020
3637,3637,4.50,47.0,6 Colors,,08/23/2020
3638,3638,4.30,157.0,15 Colors,,08/23/2020
3639,3639,4.40,268.0,5 Colors,,08/23/2020
3640,3640,4.20,89.0,4 Colors,,08/23/2020
3641,3641,4.80,139.0,3 Colors,,08/23/2020
3642,3642,4.10,176.0,3 Colors,,08/23/2020
3643,3643,4.20,123.0,2 Colors,,08/23/2020
3644,3644,4.10,157.0,9 Colors,,08/23/2020
3645,3645,4.50,10.0,,,08/23/2020
3646,3646,4.40,12.0,4 Colors,,08/23/2020
3647,3647,4.30,51.0,13 Colors,,08/23/2020
3648,3648,3.80,116.0,,,08/23/2020
3649,3649,5.00,1.0,,,08/23/2020
3650,3650,4.60,25.0,9 Colors,,08/23/2020
3651,3651,5.00,4.0,6 Colors,,08/23/2020
3652,3652,3.70,352.0,,,08/23/2020
3653,3653,3.70,38.0,11 Colors,,08/23/2020
3654,3654,4.80,13.0,,,08/23/2020
3655,3655,4.30,4.0,5 Colors,Free Gift with Purchase!,08/23/2020
3656,3656,4.30,147.0,3 Colors,,08/23/2020
3657,3657,4.60,14.0,9 Colors,,08/23/2020
3658,3658,5.00,3.0,15 Colors,,08/23/2020
3659,3659,4.20,254.0,5 Colors,,08/23/2020
3660,3660,4.80,219.0,6 Colors,,08/23/2020
3661,3661,5.00,1.0,6 Colors,,08/23/2020
3662,3662,4.60,119.0,5 Colors,,08/23/2020
3663,3663,4.00,58.0,,,08/23/2020
3664,3664,4.30,473.0,6 Colors,,08/23/2020
3665,3665,4.30,235.0,5 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3666,3666,4.30,36.0,,,08/23/2020
3667,3667,3.50,2.0,10 Colors,,08/23/2020
3668,3668,4.60,14.0,9 Colors,,08/23/2020
3669,3669,4.40,196.0,7 Colors,,08/23/2020
3670,3670,4.70,54.0,19 Colors,,08/23/2020
3671,3671,3.90,81.0,,,08/23/2020
3672,3672,5.00,7.0,,,08/23/2020
3673,3673,4.50,2.0,,,08/23/2020
3674,3674,4.40,7.0,14 Colors,,08/23/2020
3675,3675,5.00,9.0,,,08/23/2020
3676,3676,2.90,21.0,,,08/23/2020
3677,3677,4.90,15.0,10 Colors,Free Gift with Purchase!,08/23/2020
3678,3678,4.60,15.0,7 Colors,,08/23/2020
3679,3679,4.50,435.0,14 Colors,,08/23/2020
3680,3680,3.70,6.0,,,08/23/2020
3681,3681,4.30,496.0,12 Colors,,08/23/2020
3682,3682,3.80,24.0,6 Colors,,08/23/2020
3683,3683,4.60,1509.0,4 Colors,,08/23/2020
3684,3684,4.60,74.0,8 Scents,"Buy 2, get 1 FREE - Add 3 items to qualify!",08/23/2020
3685,3685,2.60,7.0,,,08/23/2020
3686,3686,4.00,3.0,2 Colors,,08/23/2020
3687,3687,4.20,44.0,6 Colors,,08/23/2020
3688,3688,4.60,29.0,2 Scents,,08/23/2020
3689,3689,4.40,577.0,,,08/23/2020
3690,3690,4.00,74.0,9 Colors,,08/23/2020
3691,3691,4.30,22.0,4 Colors,,08/23/2020
3692,3692,4.50,439.0,5 Colors,,08/23/2020
3693,3693,4.20,262.0,3 Colors,,08/23/2020
3694,3694,3.80,57.0,12 Colors,,08/23/2020
3695,3695,3.90,17.0,,,08/23/2020
3696,3696,4.40,9.0,4 Colors,,08/23/2020
3697,3697,4.50,16.0,6 Colors,,08/23/2020
3698,3698,4.00,6.0,3 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3699,3699,4.50,4.0,6 Colors,,08/23/2020
3700,3700,4.20,30.0,,,08/23/2020
3701,3701,4.20,129.0,10 Colors,,08/23/2020
3702,3702,3.70,3.0,,"Buy 1, get 1 at 50% off!",08/23/2020
3703,3703,4.30,36.0,4 Colors,,08/23/2020
3704,3704,4.70,27.0,5 Colors,,08/23/2020
3705,3705,4.00,350.0,12 Colors,,08/23/2020
3706,3706,4.80,5.0,,,08/23/2020
3707,3707,3.70,75.0,9 Colors,,08/23/2020
3708,3708,4.10,102.0,12 Colors,,08/23/2020
3709,3709,4.60,49.0,6 Colors,,08/23/2020
3710,3710,3.50,10.0,6 Colors,,08/23/2020
3711,3711,4.00,11.0,2 Colors,,08/23/2020
3712,3712,4.10,30.0,,,08/23/2020
3713,3713,4.30,43.0,3 Colors,,08/23/2020
3714,3714,4.30,7.0,6 Colors,,08/23/2020
3715,3715,4.90,8.0,,,08/23/2020
3716,3716,3.30,53.0,7 Colors,,08/23/2020
3717,3717,3.70,3.0,,,08/23/2020
3718,3718,4.10,25.0,12 Colors,,08/23/2020
3719,3719,3.10,45.0,,,08/23/2020
3720,3720,3.90,262.0,3 Colors,,08/23/2020
3721,3721,0.00,,6 Colors,Free Gift with Purchase!,08/23/2020
3722,3722,4.60,111.0,3 Colors,,08/23/2020
3723,3723,2.50,2.0,,,08/23/2020
3724,3724,5.00,4.0,6 Colors,,08/23/2020
3725,3725,4.50,162.0,6 Colors,,08/23/2020
3726,3726,3.60,70.0,5 Colors,,08/23/2020
3727,3727,3.70,10.0,6 Colors,,08/23/2020
3728,3728,3.30,6.0,,,08/23/2020
3729,3729,5.00,4.0,5 Colors,,08/23/2020
3730,3730,4.40,20.0,,,08/23/2020
3731,3731,4.50,63.0,7 Colors,,08/23/2020
3732,3732,4.20,659.0,5 Colors,,08/23/2020
3733,3733,4.30,24.0,,,08/23/2020
3734,3734,4.00,12.0,12 Colors,,08/23/2020
3735,3735,4.50,10.0,6 Colors,,08/23/2020
3736,3736,3.70,14.0,13 Colors,,08/23/2020
3737,3737,4.50,6.0,,,08/23/2020
3738,3738,0,,,,08/23/2020
3739,3739,4.00,7.0,,,08/23/2020
3740,3740,2.80,4.0,,"Buy 1, get 1 at 50% off!",08/23/2020
3741,3741,5.00,5.0,3 Colors,,08/23/2020
3742,3742,4.20,5.0,4 Colors,,08/23/2020
3743,3743,5.00,1.0,6 Colors,,08/23/2020
3744,3744,4.10,14.0,7 Colors,,08/23/2020
3745,3745,4.30,84.0,6 Colors,,08/23/2020
3746,3746,3.90,76.0,6 Colors,,08/23/2020
3747,3747,4.30,32.0,,,08/23/2020
3748,3748,4.30,4.0,3 Colors,,08/23/2020
3749,3749,4.00,3.0,6 Colors,,08/23/2020
3750,3750,3.80,4.0,,,08/23/2020
3751,3751,4.20,6.0,,,08/23/2020
3752,3752,0,,5 Colors,,08/23/2020
3753,3753,2.60,25.0,,,08/23/2020
3754,3754,3.80,5.0,,,08/23/2020
3755,3755,0,,2 Colors,,08/23/2020
3756,3756,4.60,33.0,,,08/23/2020
3757,3757,0,,2 Colors,,08/23/2020
3758,3758,4.00,1.0,,,08/23/2020
3759,3759,3.30,3.0,12 Options,,08/23/2020
3760,3760,4.60,11.0,,,08/23/2020
3761,3761,5.00,7.0,4 Colors,,08/23/2020
3762,3762,2.90,15.0,,,08/23/2020
3763,3763,0,,6 Colors,Free Gift with Purchase!,08/23/2020
3764,3764,0.00,,4 Colors,Free Gift with Purchase!,08/23/2020
3765,3765,0,,3 Colors,Free Gift with Purchase!,08/23/2020
3766,3766,3.60,186.0,10 Colors,,08/23/2020
3767,3767,3.70,85.0,6 Colors,,08/23/2020
3768,3768,4.90,30.0,,,08/23/2020
3769,3769,4.60,16.0,,,08/23/2020
3770,3770,4.10,22.0,,,08/23/2020
3771,3771,3.90,41.0,,,08/23/2020
3772,3772,4.00,6.0,,,08/23/2020
3773,3773,3.50,14.0,,,08/23/2020
3774,3774,4.40,58.0,,,08/23/2020
3775,3775,2.60,5.0,,,08/23/2020
3776,3776,5.00,1.0,,,08/23/2020
3777,3777,5.00,2.0,,,08/23/2020
3778,3778,4.40,12.0,,,08/23/2020
3779,3779,3.30,93.0,,,08/23/2020
3780,3780,3.20,5.0,,,08/23/2020
3781,3781,4.80,5.0,,,08/23/2020
3782,3782,4.00,8.0,,,08/23/2020
3783,3783,5.00,3.0,,,08/23/2020
3784,3784,3.60,5.0,,,08/23/2020
3785,3785,5.00,2.0,,,08/23/2020
3786,3786,4.70,3.0,,,08/23/2020
3787,3787,4.60,5.0,,,08/23/2020
3788,3788,4.40,34.0,,,08/23/2020
3789,3789,0,,,Free Gift with Purchase!,08/23/2020
3790,3790,5.00,2.0,2 Colors,,08/23/2020
3791,3791,4.00,9.0,,,08/23/2020
3792,3792,2.10,9.0,,,08/23/2020
3793,3793,0,,,,08/23/2020
3794,3794,3.00,2.0,,,08/23/2020
3795,3795,4.10,219.0,,,08/23/2020
3796,3796,4.50,8.0,,,08/23/2020
3797,3797,4.00,1.0,,,08/23/2020
3798,3798,0,,,Free Gift with Purchase!,08/23/2020
3799,3799,0,,,,08/23/2020
3800,3800,1.00,1.0,,Free Gift with Purchase!,08/23/2020
3801,3801,3.70,56.0,5 Colors,,08/23/2020
3802,3802,3.80,55.0,12 Colors,,08/23/2020
3803,3803,4.00,589.0,8 Colors,,08/23/2020
3804,3804,4.10,20.0,6 Colors,,08/23/2020
3805,3805,4.60,16.0,,,08/23/2020
3806,3806,4.50,4.0,,,08/23/2020
3807,3807,4.30,44.0,3 Colors,,08/23/2020
3808,3808,3.50,29.0,2 Colors,,08/23/2020
3809,3809,4.10,14.0,,,08/23/2020
3810,3810,3.90,26.0,9 Colors,,08/23/2020
3811,3811,3.80,26.0,10 Colors,,08/23/2020
3812,3812,3.60,30.0,,"Buy 1, get 1 at 50% off!",08/23/2020
3813,3813,4.30,14.0,8 Colors,"Buy 2, get 1 FREE - Add 3 items to qualify!",08/23/2020
3814,3814,4.30,687.0,6 Colors,,08/23/2020
3815,3815,4.50,34.0,,,08/23/2020
3816,3816,4.40,506.0,2 Colors,"Buy 1, get 1 FREE - Add 2 items to qualify!",08/23/2020
3817,3817,3.00,4.0,3 Colors,,08/23/2020
3818,3818,4.70,6.0,6 Colors,,08/23/2020
3819,3819,4.30,26.0,12 Colors,,08/23/2020
3820,3820,4.10,61.0,,,08/23/2020
3821,3821,4.90,7.0,2 Colors,,08/23/2020
3822,3822,4.50,27.0,6 Colors,Free Gift with Purchase!,08/23/2020
3823,3823,4.00,5.0,,,08/23/2020
3824,3824,3.90,16.0,12 Colors,,08/23/2020
3825,3825,4.30,18.0,11 Colors,,08/23/2020
3826,3826,4.20,163.0,7 Colors,,08/23/2020
3827,3827,4.30,4.0,8 Colors,Free Gift with Purchase!,08/23/2020
3828,3828,4.40,7.0,2 Colors,,08/23/2020
3829,3829,3.90,7.0,,,08/23/2020
3830,3830,3.70,25.0,,,08/23/2020
3831,3831,4.00,27.0,,,08/23/2020
3832,3832,5.00,10.0,5 Colors,,08/23/2020
3833,3833,4.10,74.0,14 Colors,,08/23/2020
3834,3834,3.60,48.0,,,08/23/2020
3835,3835,0,,2 Colors,"Buy 1, get 1 at 50% off!",08/23/2020
3836,3836,5.00,3.0,,,08/23/2020
3837,3837,3.30,23.0,,,08/23/2020
3838,3838,3.20,39.0,,,08/23/2020
3839,3839,3.90,7.0,8 Colors,,08/23/2020
3840,3840,4.80,40.0,,,08/23/2020
3841,3841,4.70,85.0,,,08/23/2020
3842,3842,4.20,404.0,12 Colors,,08/23/2020
3843,3843,4.50,4.0,,,08/23/2020
3844,3844,4.30,10.0,,,08/23/2020
3845,3845,4.40,524.0,9 Colors,,08/23/2020
3846,3846,3.70,117.0,,,08/23/2020
3847,3847,4.00,2.0,,,08/23/2020
3848,3848,4.60,48.0,,,08/23/2020
3849,3849,4.30,50.0,,,08/23/2020
3850,3850,4.10,999.0,3 Colors,,08/23/2020
3851,3851,5.00,7.0,4 Colors,,08/23/2020
3852,3852,4.90,20.0,3 Colors,,08/23/2020
3853,3853,4.50,11.0,,,08/23/2020
3854,3854,4.30,14.0,10 Colors,,08/23/2020
3855,3855,3.10,110.0,8 Colors,,08/23/2020
3856,3856,3.70,17.0,5 Colors,,08/23/2020
3857,3857,4.00,171.0,7 Colors,,08/23/2020
3858,3858,3.70,235.0,6 Colors,,08/23/2020
3859,3859,4.80,8.0,7 Colors,,08/23/2020
3860,3860,4.30,71.0,,,08/23/2020
3861,3861,3.00,4.0,8 Colors,,08/23/2020
3862,3862,4.20,9.0,3 Colors,"Buy 1, get 1 at 50% off!
						

									Free Gift with Purchase!",08/23/2020
3863,3863,4.80,25.0,,,08/23/2020
3864,3864,4.70,6.0,,,08/23/2020
3865,3865,4.20,13.0,10 Colors,,08/23/2020
3866,3866,3.90,10.0,,,08/23/2020
3867,3867,4.10,68.0,3 Colors,,08/23/2020
3868,3868,3.70,93.0,,,08/23/2020
3869,3869,5.00,3.0,,,08/23/2020
3870,3870,4.30,84.0,,,08/23/2020
3871,3871,5.00,1.0,2 Scents,Free Gift with Purchase!,08/23/2020
3872,3872,4.50,26.0,4 Colors,,08/23/2020
3873,3873,4.00,5.0,,,08/23/2020
3874,3874,4.70,1083.0,3 Colors,,08/23/2020
3875,3875,3.40,20.0,,,08/23/2020
3876,3876,4.40,731.0,6 Colors,,08/23/2020
3877,3877,4.30,110.0,,,08/23/2020
3878,3878,4.30,6.0,6 Colors,,08/23/2020
3879,3879,4.10,11.0,3 Scents,,08/23/2020
3880,3880,4.40,9237.0,8 Colors,,08/23/2020
3881,3881,4.30,8.0,,,08/23/2020
3882,3882,0,,,,08/23/2020
3883,3883,3.20,6.0,10 Colors,,08/23/2020
3884,3884,4.00,4.0,,,08/23/2020
3885,3885,4.20,13.0,13 Colors,,08/23/2020
3886,3886,4.50,2.0,3 Colors,,08/23/2020
3887,3887,4.10,20.0,9 Colors,,08/23/2020
3888,3888,3.00,2.0,,,08/23/2020
3889,3889,3.80,12.0,3 Colors,,08/23/2020
3890,3890,5.00,2.0,3 Colors,,08/23/2020
3891,3891,4.50,101.0,3 Colors,,08/23/2020
3892,3892,3.60,732.0,,,08/23/2020
3893,3893,4.20,491.0,4 Colors,,08/23/2020
3894,3894,4.40,30.0,2 Colors,Free Gift with Purchase!,08/23/2020
3895,3895,3.60,70.0,5 Colors,,08/23/2020
3896,3896,4.60,47.0,,,08/23/2020
3897,3897,4.20,213.0,4 Colors,,08/23/2020
3898,3898,3.20,313.0,,,08/23/2020
3899,3899,3.30,11.0,,,08/23/2020
3900,3900,4.00,21.0,,,08/23/2020
3901,3901,5.00,10.0,6 Colors,,08/23/2020
3902,3902,4.60,17.0,,,08/23/2020
3903,3903,4.60,30.0,2 Colors,Free Gift with Purchase!,08/23/2020
3904,3904,5.00,5.0,7 Colors,,08/23/2020
3905,3905,3.90,18.0,8 Colors,,08/23/2020
3906,3906,4.40,88.0,2 Colors,,08/23/2020
3907,3907,4.10,999.0,,,08/23/2020
3908,3908,4.20,15.0,3 Colors,,08/23/2020
3909,3909,4.30,75.0,3 Colors,,08/23/2020
3910,3910,4.80,11.0,4 Colors,,08/23/2020
3911,3911,4.00,6.0,,,08/23/2020
3912,3912,3.80,5.0,3 Colors,,08/23/2020
3913,3913,4.70,3.0,,,08/23/2020
3914,3914,3.10,385.0,2 Scents,,08/23/2020
3915,3915,4.40,8.0,,,08/23/2020
3916,3916,4.10,20.0,2 Scents,,08/23/2020
3917,3917,0,,3 Colors,"Buy 2, get 1 FREE - Add 3 items to qualify!",08/23/2020
3918,3918,4.00,6.0,7 Colors,,08/23/2020
3919,3919,4.70,3.0,2 Colors,,08/23/2020
3920,3920,4.00,3.0,2 Colors,,08/23/2020
3921,3921,4.20,5.0,8 Colors,,08/23/2020
3922,3922,4.30,4.0,,,08/23/2020
3923,3923,4.80,6.0,6 Colors,,08/23/2020
3924,3924,4.40,38.0,,,08/23/2020
3925,3925,4.20,28.0,,,08/23/2020
3926,3926,5.00,3.0,7 Colors,,08/23/2020
3927,3927,4.50,2.0,2 Colors,,08/23/2020
3928,3928,4.00,80.0,4 Colors,,08/23/2020
3929,3929,4.50,4.0,9 Colors,,08/23/2020
3930,3930,4.70,42.0,,,08/23/2020
3931,3931,4.20,489.0,4 Colors,,08/23/2020
3932,3932,4.20,38.0,7 Colors,,08/23/2020
3933,3933,4.60,29.0,4 Colors,,08/23/2020
3934,3934,3.60,7.0,8 Colors,,08/23/2020
3935,3935,4.70,18.0,2 Colors,,08/23/2020
3936,3936,3.30,3.0,,,08/23/2020
3937,3937,5.00,1.0,3 Colors,,08/23/2020
3938,3938,3.80,4.0,6 Colors,,08/23/2020
3939,3939,3.90,30.0,2 Colors,,08/23/2020
3940,3940,5.00,1.0,,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
3941,3941,5.00,1.0,5 Colors,,08/23/2020
3942,3942,4.00,21.0,2 Colors,,08/23/2020
3943,3943,4.30,143.0,4 Colors,,08/23/2020
3944,3944,4.00,2.0,4 Colors,,08/23/2020
3945,3945,0.00,,6 Colors,,08/23/2020
3946,3946,4.50,4.0,8 Colors,,08/23/2020
3947,3947,3.80,18.0,,,08/23/2020
3948,3948,3.00,1.0,12 Colors,,08/23/2020
3949,3949,0,,2 Colors,"Buy 2, get 1 FREE - Add 3 items to qualify!",08/23/2020
3950,3950,4.60,44.0,,,08/23/2020
3951,3951,4.00,4.0,4 Colors,,08/23/2020
3952,3952,4.00,6.0,3 Colors,,08/23/2020
3953,3953,0,,,,08/23/2020
3954,3954,4.30,11.0,3 Colors,,08/23/2020
3955,3955,2.00,2.0,3 Colors,,08/23/2020
3956,3956,0,,,,08/23/2020
3957,3957,0,,,"Buy 2, get 1 FREE - Add 3 items to qualify!",08/23/2020
3958,3958,4.00,1.0,,,08/23/2020
3959,3959,3.00,3.0,3 Colors,,08/23/2020
3960,3960,5.00,1.0,,,08/23/2020
3961,3961,4.20,6.0,3 Colors,,08/23/2020
3962,3962,4.70,3.0,3 Colors,,08/23/2020
3963,3963,3.50,4.0,10 Colors,,08/23/2020
3964,3964,0,,,,08/23/2020
3965,3965,3.70,3.0,,,08/23/2020
3966,3966,0,,,,08/23/2020
3967,3967,5.00,1.0,,,08/23/2020
3968,3968,3.50,4.0,13 Colors,,08/23/2020
3969,3969,3.00,2.0,,,08/23/2020
3970,3970,5.00,2.0,,,08/23/2020
3971,3971,4.70,44.0,,,08/23/2020
3972,3972,2.20,10.0,,,08/23/2020
3973,3973,3.00,3.0,,,08/23/2020
3974,3974,3.30,3.0,,,08/23/2020
3975,3975,4.10,13.0,,,08/23/2020
3976,3976,3.40,39.0,,,08/23/2020
3977,3977,5.00,1.0,,,08/23/2020
3978,3978,4.50,2981.0,20 Colors,Free Gift with Purchase!,08/23/2020
3979,3979,0,,,,08/23/2020
3980,3980,4.70,2526.0,3 Colors,Free Gift with Purchase!,08/23/2020
3981,3981,0,,4 Colors,Free Gift with Purchase!,08/23/2020
3982,3982,4.80,54.0,6 Colors,Free Gift with Purchase!,08/23/2020
3983,3983,0,,2 Scents,,08/23/2020
3984,3984,3.00,1.0,,,08/23/2020
3985,3985,0,,4 Colors,Free Gift with Purchase!,08/23/2020
3986,3986,4.40,35.0,,,08/23/2020
3987,3987,4.50,2.0,,,08/23/2020
3988,3988,0,,4 Colors,Free Gift with Purchase!,08/23/2020
3989,3989,4.50,542.0,,,08/23/2020
3990,3990,0,,,,08/23/2020
3991,3991,0,,,,08/23/2020
3992,3992,3.90,356.0,,,08/23/2020
3993,3993,4.20,118.0,,,08/23/2020
3994,3994,4.70,20.0,,,08/23/2020
3995,3995,4.90,142.0,,,08/23/2020
3996,3996,3.50,103.0,,,08/23/2020
3997,3997,4.50,82.0,,,08/23/2020
3998,3998,4.50,115.0,,,08/23/2020
